Type,ID,Name,C1,Expiry,Event,Locked
"EAN13","4710043048612","528605 天地合補金盞花葉黃素凍2入","未分類","","","False"
"EAN13","4710043049558","346440 桂格補氣養蔘蜂蜜飲450ML","未分類","","","False"
"EAN13","4710043049572","346464 桂格美顏膠原莓果飲450ML","未分類","","","False"
"EAN13","4710054144167","303265 蘇菲超熟睡棉柔厚型28cm16片","未分類","","","False"
"EAN13","4710054144525","783071 蘇菲超熟睡草本抑菌棉柔35cm 7片","未分類","","","False"
"EAN13","4710054150175","056700 蘇菲彈力貼身日薄翼23cm12片","未分類","","","False"
"EAN13","4710054151127","385246 蘇菲彈力貼身夜薄翼28cm10片","未分類","","","False"
"EAN13","4710085240852","582028 金車漢寶蚵仔味細麵","未分類","","","False"
"EAN13","4710085240876","582000 金車漢寶黑胡椒牛肉風味麵","未分類","","","False"
"EAN13","4710088063212","678368 瑞穗鮮乳雪糕","未分類","","327五六日","False"
"EAN13","4710088063267","977064 瑞穗鮮乳紅豆雪糕","未分類","","327五六日","False"
"EAN13","4710088063274","303905 原味本舖-紅豆牛奶冰棒","未分類","","","False"
"EAN13","4710088063281","567084 統一布丁牛奶雪糕","未分類","","","False"
"EAN13","4710088425324","705958 統一H20純水PET1500","未分類","","","False"
"EAN13","4710088448736","712207 博客原味大熱狗","未分類","","","False"
"EAN13","4710088449184","310410 滿漢小香腸椒麻","未分類","","","False"
"EAN13","4710088449290","437545 滿漢蒜味烤香腸","未分類","","","False"
"EAN13","4710088472403","752083 原味本舖養身杏仁茶CAN240","未分類","","","False"
"EAN13","4710088620996","532212 統一清爽家芥花油","未分類","","","False"
"EAN13","4710088622594","797016 統一綺麗健康油652ml","未分類","","","False"
"EAN13","4710088824516","366210 伴點巧克力牛奶TP300","未分類","","","False"
"EAN13","4710088831262","360099 統一巷口乾麵炸醬風味單包","未分類","","","False"
"EAN13","4710088831279","988858 統一巷口乾麵麻醬風味包","未分類","","","False"
"EAN13","4710088831422","544247 拉麵道日式豚骨風味","未分類","","","False"
"EAN13","4710088831439","544098 拉麵道日式味噌風味","未分類","","","False"
"EAN13","4710088832139","884198 科學麵香辣風味袋","未分類","","","False"
"EAN13","4710088832283","365858 統一麵小畤光麵館花椒擔擔湯麵","未分類","","","False"
"EAN13","4710088832290","365860 統一麵小時光麵館青蔬椒麻乾麵","未分類","","","False"
"EAN13","4710088832351","404368 來一客紅酒燉牛肉","未分類","","","False"
"EAN13","4710088832368","479520 來一客上湯獅子頭","未分類","","","False"
"EAN13","4710088886606","361375 iselect 麥茶 PET550ml","未分類","","","False"
"EAN13","4710088886620","361392 iselect 梅子風味綠茶 PET550ml","未分類","","","False"
"EAN13","4710094054648","548759 麗仕沐浴乳媚惑幽香 400ml-紫","未分類","","","False"
"EAN13","4710094109676","386453 立頓萃香奶綠535ml","未分類","","","False"
"EAN13","4710094127915","565783 立頓醇奶茶歐蕾PET425","未分類","","","False"
"EAN13","4710094129841","323142 白蘭小蒼蘭洗衣精補充包 1.6kg","未分類","","","False"
"EAN13","4710094130724","344273 白蘭香氛洗衣球-質感小蒼蘭 6顆","未分類","","","False"
"EAN13","4710094131547","480350 熊寶貝護衣芳香豆藍風鈴 300ml","未分類","","","False"
"EAN13","4710094132551","480341 白蘭酵素洗衣球除蹣5入","未分類","","","False"
"EAN13","4710094133114","559652 白蘭香氛洗衣球-橙淨玫瑰6顆","未分類","","","False"
"EAN13","4710094135873","338843 白蘭香氛洗衣球-純淨白麝香6顆","未分類","","","False"
"EAN13","4710098905083","589010 歐維氏 85%醇黑巧克力","未分類","","","False"
"EAN13","4710104027099","410203 舒敏厚棒抽取衛生紙（包）60抽","未分類","","","False"
"EAN13","4710104027716","368368 （1袋)舒敏厚棒袖珍面紙20入","未分類","","","False"
"EAN13","4710105094359","400813 蠟筆小新可可奶茶TP200","未分類","","","False"
"EAN13","4710105094458","526992 布丁狗布丁風味牛乳TP200","未分類","","","False"
"EAN13","4710105094465","526814 櫻桃小丸子青蘋果牛乳TP200","未分類","","","False"
"EAN13","4710110223560","141110 多喝水鹼性竹炭水PET700","未分類","","","False"
"EAN13","4710110232418","385537 多喝水微鹼性竹炭離子水PET850","未分類","","","False"
"EAN13","4710110236980","929380 味味一品麻辣臭豆腐麵","未分類","","","False"
"EAN13","4710110237710","467908 雙響泡沙茶鍋燒湯麵","未分類","","","False"
"EAN13","4710110237871","530009 味味A紅燒牛肉湯麵","未分類","","","False"
"EAN13","4710110237895","529060 味味A香辣海鮮湯麵","未分類","","","False"
"EAN13","4710110238274","575176 随緣紅燒嫩菇湯麵","未分類","","","False"
"EAN13","4710110238298","428357 隨緣沙茶豆腐湯麵","未分類","","","False"
"EAN13","4710110238311","575161 雙響泡府城擔仔湯麵","未分類","","","False"
"EAN13","4710110238403","354510 多喝水STAYCOOL礦物強氣泡PET560","未分類","","","False"
"EAN13","4710110805476","576889 Mountain Dew激浪汽水PET500","未分類","","","False"
"EAN13","4710110812252","380640 味丹心茶道冬瓜茶 PET560","未分類","","","False"
"EAN13","4710114814795","562446 舒潔優質抽取衛生紙90抽","未分類","","","False"
"EAN13","4710114817604","400142 舒潔雲絨舒適抽取式衛生紙90抽","未分類","","","False"
"EAN13","4710114818342","537558 舒潔女性專用濕式衛生紙14 抽","未分類","","","False"
"EAN13","4710114841043","348749 舒潔濕式面紙10抽","未分類","","","False"
"EAN13","4710114841999","351140 舒潔舒涼冰巾18抽","未分類","","","False"
"EAN13","4710126021396","410823 義美牛奶小泡芙（盒裝）","未分類","","","False"
"EAN13","4710126021402","410836 義美巧克力小泡芙(盒装）","未分類","","","False"
"EAN13","4710126025837","590701 義美小泡芙(草莓)57g","未分類","","","False"
"EAN13","4710126088597","365290 （雙）義美青醬蛤蜊義大利麵","未分類","","","False"
"EAN13","4710126604216","671465 義美鮭魚炒飯","未分類","","","False"
"EAN13","4710126604223","671311 義美蝦仁炒飯","未分類","","","False"
"EAN13","4710126610118","639067 （選）義美紅藜蔬食炒飯","未分類","","","False"
"EAN13","4710139940394","343511 巴特里爆漿奶油餐包2入","未分類","","","False"
"EAN13","4710139940400","343512 巴特里港式流心菠蘿包","未分類","","","False"
"EAN13","4710143021188","365757 Niseko 北海道牛奶巧酥雪糕","未分類","","","False"
"EAN13","4710143930527","576109 百吉棒棒冰-蘇打","未分類","","","False"
"EAN13","4710143950433","384313 百吉棒棒冰-乳酸","未分類","","","False"
"EAN13","4710144915950","538061 浪味仙-田園蔬菜口味","未分類","","","False"
"EAN13","4710154014643","526862 黑松茶尋味臺灣春茶PET590","未分類","","","False"
"EAN13","4710168709818","634911 DARLIE好來全亮白清新薄荷牙膏","未分類","","","False"
"EAN13","4710174120607","336115 Energy Time機能凍飲_活力充沛","未分類","","","False"
"EAN13","4710174120614","335444 Energy Time機能凍飲_晶亮有神","未分類","","","False"
"EAN13","4710174120621","336127 Energy Time 益生菌（乳酸）","未分類","","","False"
"EAN13","4710174122069","540739 盛香珍零卡蒟蒻VitC＋鐵（荔枝）","未分類","","","False"
"EAN13","4710174122083","540730 盛香珍零卡蒟蒻VitC＋鐵（葡萄）","未分類","","","False"
"EAN13","4710209729164","303681 PowerBOMB爆能能量飲料Can225","未分類","","","False"
"EAN13","4710209996016","717049 葡萄王靈芝王精華飲60ml","未分類","","","False"
"EAN13","4710209996658","540815 葡萄王人蔘王養身飲60ml","未分類","","","False"
"EAN13","4710209997112","354500 康貝特200P EX能量飲料CAN225","未分類","","","False"
"EAN13","4710250210017","967827 杜老爺曠世奇派草莓大雪糕","未分類","","","False"
"EAN13","4710250210079","432411 曠世奇派玫瑰鹽焦糖","未分類","","327五六日","False"
"EAN13","4710250210215","803801 杜老爺玉井情人果大脆冰棒","未分類","","","False"
"EAN13","4710250480311","034883 杜老爺雙倍巧克力甜筒","未分類","","327五六日","False"
"EAN13","4710250480434","500620 杜老爺超級曠世奇派酒釀黑櫻桃","未分類","","20260401_春遊","False"
"EAN13","4710314430009","537987 雷達噴霧殺蚊蟲劑—柑橘精油 500ml","未分類","","","False"
"EAN13","4710339007378","448089 福樂Q果蜂蜜柚香優酪135G","未分類","","","False"
"EAN13","4710345543006","853971 注喵-點心罐 80g-雞絲","未分類","","","False"
"EAN13","4710345543037","853241 汪哺-點心罐80g-鮪魚＋綠貽貝","未分類","","","False"
"EAN13","4710363082624","566321 花王洗髮精清新沁涼 750ml","未分類","","","False"
"EAN13","4710363523714","440492 一匙靈制菌洗衣粉盒裝1.9KG","未分類","","","False"
"EAN13","4710367313366","910152 3M細滑牙線棒盒裝150支入","未分類","","","False"
"EAN13","4710421075834","526578 舒跑Energy能量飲料CAN250","未分類","","","False"
"EAN13","4710543113018","411715 樂事九州岩燒海苔口味洋芋片","未分類","","","False"
"EAN13","4710543113049","411706 樂事美國經典原味洋芋片","未分類","","","False"
"EAN13","4710543113100","411719 樂事瑞士香濃起司口味洋芋片","未分類","","","False"
"EAN13","4710587184968","321750 紅牌速纖纖維飲料TP330","未分類","","410五六日","False"
"EAN13","4710632007631","363366 悅氏Light鹼性水PET720","未分類","","","False"
"EAN13","4710699501011","396791 手摘果物小紅莓","未分類","","410五六日","False"
"EAN13","4710699501028","396852 手摘果物無籽梅肉","未分類","","410五六日","False"
"EAN13","4710699501035","396815 手摘果物甘草芭樂乾","未分類","","410五六日","False"
"EAN13","4710699501066","769022 手摘果物芒果青","未分類","","410五六日","False"
"EAN13","4710699501073","965300 手摘果物日式梅片","未分類","","410五六日","False"
"EAN13","4710716336381","375013 Airwaves酷涼FUN塊-冰爽薄荷","未分類","","","False"
"EAN13","4710716336466","374995 Airwaves酷涼FUN塊-冰爽檸檬","未分類","","","False"
"EAN13","4710716337128","820329 EXTRA潔淨無糖口香糖薄荷","未分類","","","False"
"EAN13","4710716337227","726742 Extra無糖口香糖香濃密瓜","未分類","","","False"
"EAN13","4710716337913","417011 Extra潔淨無糖口番糖清檸薄荷","未分類","","","False"
"EAN13","4710777115345","395873 白蘭氏葉黃素精華飲","未分類","","","False"
"EAN13","4710777401011","169198 白蘭氏學進雞精70g","未分類","","","False"
"EAN13","4710777776669","309467 白蘭氏養蔘飲","未分類","","","False"
"EAN13","4710777779905","996395 白蘭氏赤靈芝子實體精華飲60ml","未分類","","","False"
"EAN13","4710777888997","328762 白蘭氏旭沛人蔘蜆精60ml","未分類","","","False"
"EAN13","4710777953794","769528 白蘭氏葉黃素凍","未分類","","","False"
"EAN13","4710782176522","396266 西雅圖極品大濾掛咖啡（極品）","未分類","","","False"
"EAN13","4710782176546","396260 西雅圖極品大濾掛咖啡（藍山）","未分類","","","False"
"EAN13","4710782176683","521593 西雅圖曼特寧極品大濾掛咖啡","未分類","","","False"
"EAN13","4710782177512","379233 西雅圖雙倍濃縮無加糖2+1（盒）","未分類","","","False"
"EAN13","4710782178502","396115 西雅圖雙倍濃縮3+1（盒）","未分類","","","False"
"EAN13","4710784964165","383359 ICE比菲多原味","未分類","","","False"
"EAN13","4710784968309","526596 棒棒優希臘式優格雪糕-原味燕麥","未分類","","","False"
"EAN13","4710784968323","526685 棒棒優希臘式優格雪糕-草莓","未分類","","","False"
"EAN13","4710981565011","376674 喜生照燒牛肉三角飯糰","未分類","","","False"
"EAN13","4710981565028","382335 喜生冠軍飯糰（年輪飯糰）","未分類","","","False"
"EAN13","4711046113185","581912 BioLead小蘇打洗衣粉補充包1.4kg","未分類","","","False"
"EAN13","4711946901349","308023 爭鮮黃金甜玉米粒","未分類","","","False"
"EAN13","4712572330091","339667 呷七碗台式炒麵","未分類","","","False"
"EAN13","4712876829932","539409 最乾淨毛巾2入","未分類","","","False"
"EAN13","4712927550686","575045 老協珍熬雞精一入","未分類","","","False"
"EAN13","4712927551102","533251 老協珍人蔘精","未分類","","","False"
"EAN13","4712927551874","548298 TOMMI湯米-鮭魚起司米漢堡","未分類","","","False"
"EAN13","4712927551881","548548 TOMMI湯米-壽喜燒牛肉米漢堡","未分類","","","False"
"EAN13","4712927553076","828238 老協珍熬雞精一入—暖薑","未分類","","","False"
"EAN13","4712927553984","854311 TOMMI湯米-韓式燒肉米漢堡","未分類","","","False"
"EAN13","4712927554370","995623 TOMMI湯米-麻油杏鮑菇米漢堡","未分類","","","False"
"EAN13","4712927554752","989496 老協珍美顏飲 65ml","未分類","","","False"
"EAN13","4713145009321","605353 (熱)蠟筆小新蜂蜜風味牛乳CAN240","未分類","","","False"
"EAN13","4713145009345","595804 (熱)蠟筆小新焦糖風味牛乳CAN240","未分類","","","False"
"EAN13","4713145009437","592202 栗庵甘栗仁","未分類","","","False"
"EAN13","4713213502976","346087 芊柔 xSNOOPY 純水濕巾80抽-春遊","未分類","","","False"
"EAN13","4713410990583","712190 我的心機超能安瓶保濕面膜4入","未分類","","","False"
"EAN13","4713410991580","338556 我的心機香氛涼感防曬噴霧SPF50 90ml","未分類","","","False"
"EAN13","4713410991597","338796 我的心機精油香氛防喔噴霧SPF50 90ml","未分類","","","False"
"EAN13","4713410993041","329483 我的心機超能安瓶透白面膜4入","未分類","","","False"
"EAN13","4713410993065","328752 我的心機超能安瓶水潤面膜4入","未分類","","","False"
"EAN13","4713410994253","609926 我的心機 極輕柔細緻洗臉巾100抽","未分類","","","False"
"EAN13","4713469432645","909314 DUSKIN餐具洗潔精300ML","未分類","","327五六日","False"
"EAN13","4713575085278","354312 自白肌玻尿酸防曬乳SPF50","未分類","","","False"
"EAN13","4713575101343","391374 美麗日記保濕能亮黑珍珠面膜6入","未分類","","","False"
"EAN13","4713575101367","395664 美麗日記修護能亮黑珍珠面膜6入","未分類","","","False"
"EAN13","4713575126537","579940 UNIDESIGN新柔感抽衛","未分類","","","False"
"EAN13","4713575127848","635097 美麗日記蜜若藍超能補水面膜2入","未分類","","","False"
"EAN13","4713575130206","813998 利捷維有酵金盞花葉黃素精華飲","未分類","","","False"
"EAN13","4713575133962","535459 自白肌玻尿酸涼感防曬噴霧90ml","未分類","","","False"
"EAN13","4713869002332","526024 babydream海洋深層水濕巾70抽3入","未分類","","","False"
"EAN13","4713869002431","584972 寶可夢沙灘海洋深層水厚濕巾80抽","未分類","","","False"
"EAN13","4713869002448","585099 寶可夢集合海洋深層水厚濕巾80抽","未分類","","","False"
"EAN13","4714108909009","356685 今川農場蜂蜜黑木耳露","未分類","","","False"
"EAN13","4716872044986","338562 我的心機亮白保濕防曬噴霧SPF50 90ml","未分類","","","False"
"EAN13","4717431100334","402738 Panasonic鹼性3號10入","未分類","","","False"
"EAN13","4717431100341","402741 Panasonic鹼性4號10入","未分類","","","False"
"EAN13","4718008517777","934630 儂儂棉襪5入組","未分類","","","False"
"EAN13","4718008519450","523823 儂儂3入中筒棉襪","未分類","","","False"
"EAN13","4718201213148","308815 EXTRA無糖口香糖香甜葡萄口味","未分類","","","False"
"EAN13","4718201217115","391407 Extra潔淨無糖口番糖青蘋萊姆","未分類","","","False"
"EAN13","4891259324124","177306 金頂鹼性3號電池4+2","未分類","","","False"
"EAN13","4891259524128","173315 金頂鹼性 4 號電池 4+2入","未分類","","","False"
"EAN13","4893565200918","386267 SHEBA金罐鮮湯鮪魚片","未分類","","","False"
"EAN13","4893565200925","385997 SHEBA金罐鮪魚及蟹肉","未分類","","","False"
"EAN13","4897878870011","536502 日清一風堂豚骨湯味白丸速食麵","未分類","","","False"
"EAN13","4897878870028","536504 日清一風堂辣豚骨湯味赤丸速食麵","未分類","","","False"
"EAN13","4901133716584","434542 CIAO啾嚕肉泥（鰹魚）","未分類","","","False"
"EAN13","4901133718298","434517 CIAO啾嚕肉泥-化毛配方（鮪魚）","未分類","","","False"
"EAN13","4901170000905","355112 嘎哩嘎哩君剉冰棒-蘇打","未分類","","","False"
"EAN13","4901170002282","616220 嘎哩嘎哩君剉冰棒-巨峰葡萄味","未分類","","","False"
"EAN13","4901170002602","509999 嘎哩嘠哩君剉冰棒-漂浮可樂風味","未分類","","","False"
"EAN13","4901170020958","510020 大人系嘎哩君剉冰棒-蘋果風味","未分類","","","False"
"EAN13","4901201150609","569387 UCC赤濃醇黑咖啡CAN185","未分類","","","False"
"EAN13","4901201208096","439352 UCC無糖咖啡CAN185g","未分類","","","False"
"EAN13","4901301419057","598159 Attack一匙靈極效洗衣霸 24入","未分類","","","False"
"EAN13","4901360291229","307642 Bourbon FET葡萄軟糖","未分類","","","False"
"EAN13","4901360314218","553030 日本7PREMIUM巧克力夾心奶油餅乾","未分類","","","False"
"EAN13","4901360314225","552476 日本7PREMIUM白巧克力奶油餅乾","未分類","","","False"
"EAN13","4901360351497","547982 Bourbon一口巧克力夾心餅乾","未分類","","","False"
"EAN13","4901360353958","591924 Bourbon Choco巧克力布朗尼棒","未分類","","410五六日","False"
"EAN13","4901360353965","591860 Bourbon Choco牛奶巧布朗尼棒","未分類","","","False"
"EAN13","4901360803507","838611 Bourbon FET可樂口味軟糖","未分類","","","False"
"EAN13","4901411034386","361885 KIRIN午後紅茶-原味紅茶PET500","未分類","","","False"
"EAN13","4901411034447","361943 KIRIN午後紅茶-檸檬紅茶PET500","未分類","","","False"
"EAN13","4901592929211","542281 義大利皮米堤沃紅葡萄酒","未分類","","","False"
"EAN13","4901592929228","542273 西班牙慕維德爾紅葡萄酒","未分類","","","False"
"EAN13","4902397846413","708333 西莎®點心 低脂雞胸培根切片口味","未分類","","","False"
"EAN13","4902704881052","116776 國際牌3號電池4入","未分類","","","False"
"EAN13","4902750404137","422625 味覺糖OPEN小將綜合水果條糖","未分類","","","False"
"EAN13","4902750414952","657215 味覺糖OPEN小將黑糖珍奶條糖","未分類","","","False"
"EAN13","4902750416697","556967 味覺糖OPEN小將福岡草莓口味條糖","未分類","","","False"
"EAN13","4902750448940","594198 味覺糖OPEN小將西瓜汽水條糖","未分類","","","False"
"EAN13","4902775054935","373927 星太郎超寬條餅-雞汁口味","未分類","","","False"
"EAN13","4902777025902","905118 明治牛奶巧克力（條裝）","未分類","","","False"
"EAN13","4902777026084","905105 明治黑可可製品條裝","未分類","","","False"
"EAN13","4902888334115","474618 森永牛奶糖雪派","未分類","","327五六日","False"
"EAN13","4902888973659","457766 森永抹茶牛奶糖雪派","未分類","","327五六日","False"
"EAN13","4903032241181","400328 雷神巧克力餅乾","未分類","","","False"
"EAN13","4903032242362","400328 大雷神巧克力餅乾","未分類","","","False"
"EAN13","4903032242393","381389 雷神巧克力餅乾香醇奶油","未分類","","","False"
"EAN13","4903032242409","345024 黑雷神牛奶巧克力餅乾","未分類","","","False"
"EAN13","4903032242690","574119 日本黑雷神馥郁巧克力蛋糕餅乾","未分類","","","False"
"EAN13","4904680966563","916903 日本7PREMIUM 油炸茄子佐和風高湯","未分類","","","False"
"EAN13","4909411096472","510415 KIRIN午後紅茶-熱紅茶PET400","未分類","","","False"
"EAN13","4909411096519","510433 KIRIN午後紅茶-熱檸檬紅茶PET400","未分類","","","False"
"EAN13","4955129012747","311072 日本Tarami蒟蒻凍飲-水蜜桃風味","未分類","","","False"
"EAN13","4955129012754","310854 日本Tarami蒟蒻凍飲-葡萄風味","未分類","","","False"
"EAN13","4955129012761","312480 日本Tarami蒟蒻凍飲-蘋果風味","未分類","","","False"
"EAN13","4969244508252","366722 泰國PunBun奶油吐司餅乾隨手包","未分類","","","False"
"EAN13","4969244508276","366738 泰國PunBun大蒜吐司餅乾隨事包","未分類","","","False"
"EAN13","4971710491814","828924 雪肌粹完美BB霜01（明亮肌）","未分類","","","False"
"EAN13","4971710491821","828928 雪肌粹完美BB霜02（自然肌）","未分類","","","False"
"EAN13","4973480422708","568960 7PREMIUM優勝美地氣泡葡萄酒","未分類","","","False"
"EAN13","4973480422715","568950 7PREMIUM 優勝美地氣泡粉紅酒","未分類","","","False"
"EAN13","4976994150839","530574 哈根達斯濃旨焦糖雪酥","未分類","","","False"
"EAN13","4976994150976","567107 哈根達斯日式黃豆粉奶霜蛋糕雪酥","未分類","","","False"
"EAN13","4976994150983","606816 哈根達斯榛果拿鐵雪酥","未分類","","","False"
"EAN13","4976994151010","610663 哈根達斯覆盆子香草巴菲雪酥","未分類","","","False"
"EAN13","4984824045965","185886 國際牌4號電池4入","未分類","","","False"
"EAN13","4987036486717","369581 近江唇釉酷露露草莓風味(皇家紅)","未分類","","","False"
"EAN13","4987036486724","369573 近江唇釉酷露露蜜桃風味(皇家粉)","未分類","","","False"
"EAN13","4987036486731","369585 近江唇釉酷露露葡萄風味(酒紅","未分類","","","False"
"EAN13","4987176179234","395170 好自在液體材質衛生棉27cm10片","未分類","","","False"
"EAN13","5000394064652","173315 金頂鹼性4號電池4+2","未分類","","","False"
"EAN13","6294001812135","279583 德芙輕巧脆心巧克力","未分類","","","False"
"EAN13","6294001812265","279570 德芙絲滑牛奶巧克力","未分類","","","False"
"EAN13","6294003532987","609962 雀巢奇巧威化巧克力","未分類","","","False"
"EAN13","6294003582678","804676 雀巢奇巧酥脆威化巧克力","未分類","","","False"
"EAN13","6925425474424","759947 加倍佳壁虎造型-酸甜軟糖","未分類","","","False"
"EAN13","6942836720902","897410 好時巧酥可可風味金磚","未分類","","","False"
"EAN13","7610046600503","595770 瑞士Kagi 黑巧克力威化餅乾 50g","未分類","","","False"
"EAN13","7640163063318","568801 義大利ANYAH安尼亞植萃洗沐組","未分類","","","False"
"EAN13","8000500359358","510146 能多益餅乾","未分類","20260728","逼近品","False"
"EAN13","8059591191767","531547 義大利 Florinda 寵愛芍藥香氛皂","未分類","","","False"
"EAN13","8059591193624","531415 義大利 Florinda 薰衣草舒眠香氛皂","未分類","","","False"
"EAN13","8410644140208","554914 西班牙Cofama氣泡酒","未分類","","","False"
"EAN13","8410644140222","555126 西班牙Cofama粉紅氣泡酒","未分類","","","False"
